0	3	5	1	2
0	1	2	3
0	1	2	3
3	1	0	4	6
0	1	2	4
0	1	2	4	3
3	4	2	15	0
4	7	6	8
1	2	4	5	8	0
4	2	6	5	1	7
1	2	1	4	5
2	4	5	6
0	1	4	2	5
1	2	5	4
6	2	7	1	14
0	1	2	3
0	1	3	6	4
3	4	1	5	0
5	6	4	9	0
2	3	2	6	5
11	12	9,7	21
6	45	7	8	0
9	3	10	7	8
3	1	4	2	0
0	1	6	5
4	5	6	0
0	1	2	5	3
0	1	2	10	3
1	3	2	4
0	1	2	4
3	1	4	3	4
6	2	5	7
22	16,12	36	19	23
0	2	1	3
0	2	1	4	3
2	3	4	8
4	25	4	5	3,2
1	2	5	1
2	4	3	10
1	2	3	4
1	2	3	7
1	4	5	9
1	2	3	5
1	2	4	8	0
4	1	5	7
7	8	10	5
1	2	5	6	3
1	2	4	12
1	2	3	4
1	2	3	5
1	2	3	4
1	2	3	4
1	2	3	4
1	2	5	4
0	3	2	4
1	2	3	6
3	1	2	8	4
5	1	2	4	5
0	1	4	3	2
0	1	4	6	3
0	1	5	2	4
0	1	3	2
0	1	0	4	5
3	2	6	1	8	0
0	2	5	4
7	8	18	17
0	1	3	2
0	4	3	9	1	17
1	2	5	4	6	0
4	3	2	6	5
0	1	2	7	8
1	3	2	7	5	9
3	1	2	0	14	4
0	2	4	3	5
8,1	2	19	0	12
1	2	4	9	3
3	5	1	-1
0	2	5	4	1
0	1	2	5	3
2,1	3	7	10	5
0	1	0	4
0	1	4	0
3	2	6	1	8
3	1	7,6	2	8
0	3	4	2	2
1	3	7	5	8	5
0	4	2	1	11
1	3	4	2	0
2	5	3	1	4	0
0	1	2	3
1	2	4	5	9	10
4	5	1	2	1
0	1	2	7
0	2	3	1
0	4	1	5	3
5	6	7,0	20	0
5	2	1	6	7
0	3,18	6	4	5
4	1	2	5
1	2	4	3	6	0
9	10	2	11	6	1
2	4	3	1
5	7	8	2
1	2	3	5
0	1	44	1	33	6
1	2	5	6	4
1	2	3	5	5
0	1	4	5
0	1	0	5
4	1	0	8	6
1	2	8	8	26	4	0
0	1	2	3	4
0	5	4	2	5	6
4	5	1	0	8
0	1	7	2	4	9
3	2	6	1	7	0
3	2	5	1	6
1	2	4	3	5	0
0	1	2	3
1	3	2	4
5	6	7	3,4	2
5	6	3	8
1	2	10	12
3	1	2	5	0	13
3	4	1	3	10
1	2	10	4	3
3	2	1	4	5	3
0	1	2	4	3
1	2	3	4	0	5
0	4	11	2
0	3	2	1	5	6
3	1	4	2	0
0	3	1	10	14
0	1	2	5
3	4	1	15	6,35
6	3	7	10	1
8	7	12	18	1	2
4	1	5	6	0
0	1	3	4	5
4	2	5	9
1	4	1	26	5
1	2	7	5	7	0
2	6	14	5
4	2	5	9	1
1	5	12	1	6	14
1	2	1	4	7
2	3	5	4	6
1	2	8	8
4	5	1	2	6
2	3	4	6	1	1	5
1	2	3	6	8
0	1	3	2
1	2	3	4	5	0
0	1	3	2	4
3	1	4	15
0	1	4	3	2
6	10	8	7
1	4	2	5	6	9
3	2	11	6	4	0
1	5	2	10	0	4	13
1	2	3	11	4	0
1	2	6	3	5	0
0	1	2	0
1	2	4	3
1	2	5	1	7
1	2	3	4
1	2	4	3	6	7	0
1	2	7	10
3	4	8	1	9
0	1	3	11
0	3	9	2	5
4	2	1	-1
5	6	8,7	2	1	3
1	2	4	3
3	4	5	2
1	7	2	5
3	8	7	9
0	3	4	6	2
0	7	5	2	4
3	10	12	8	7	5
11	7	9	6	3	15
0	4	3	1	6
0	1	2	9	7
0	1	5	4	12
0	1	2	3
0	1	4	2
0	1	2	3	4
0	1	3	4	2
0	1	2	4	-1
0	4	2	1	3
0	1	2	3
0	4	4	5	3
3	4	6	2
2	5	6	3	1	9
0	1	5	4	3
4	3	5	2	6
1	2	5	4	6
6	7	4	2	1	14
0	7	6	20	1
6	5	7	8
13	14	16	15	9
1	2	6	5	3	12
2	4	3	10	0	1	5
1	2	4	3	5	6
5	7	9	6
0	6	0	9	1	12
5	1	6	8	0	7
0	6	5	1	2	4
7	8	4	2	3
10	6	13	11
5	6	4	-1
6	7	4	2
6	3	2	7	0
0	1	7	6	3
6	9	7	5	8	1	0
2	5	8	6	7
3	5	7	15
1	10	8	7
1	10	6	4
4	2	5	6	0	3
1	2	4	24	3	0
4	18	3	8,4
7	3	9	11	1
9	11	10	4,3	7
9	3,2	28	16
0	3	2	4	1	6
3	1	4	2	0	5	9
0	1	2	4	3	5
3	5	12,11	14
3	1	4	2	11
7	5	8	2	12
4	6	5	1	7	0
4	1	5	2	6
0	1	4	7	21
0	4	6	5	2
6	7	8	-1	5	9
8	3	10	9	6	1
5	6	1	7	4	20
7	6	12	16
0	9	2	10	8
0	1	5	6
7	6	2	6	8	0
1	8	2	9	0
7	8	3	6	10	0
-1	9	12	11
0,1	6	8	9	10
0	3	9	5
5	6	7	8	1	3,4
6	5	3	17	7,16
9	10	12	7	4	11
6	2	10	7	3
5	6	2	7	3
10	11	13	8	2	1
4	3	5	1	6
4	5	2	11
0	2	5	4	13
0
1	7	13	5,42
0	5	7	2,3	6
5	1	20	6	4
4	2	5	1	3
10	11	18	7	13
0	6	8	1	7	4,2
0	1	3	2
1	5	3	4
3	4	1	2	21
9	10	12	1
10	15	17	13	3
14	16	15	2
4	6	5	3
1	2	4	5
1	3	8	2
0	1	3	2
1	2	4	5	6	0
2	3	6	1	4
3	1	4	2
1	2	4	3	0
3	1	4	5	0
3	1	4	2	0
1	2	3	5
0	1	3	5	2
3	2	1	9	5
1	2	3	5	6
0	1	5	8	4
4	1	2	6	8	11
0	4	2	4
0	1	5	2	3
2	5	3	1
0	2	1	3	5
0	1	2	7	3
4	1	2	5	0	6
4	2	-1	1	24
0	1	15	3	5
1	4	2	7
8	2	1	6	10	0
0	3	1	4	6
1	2	3	4
0	1	4	14
3	4	2	1	6
4	1	5	6	7
1	2	7	5	0
2	3	4	1	0
0	11	1	23	3
0	3	1	4	2
0	2	1	3	4
2	2	1	6	4
0	1	2	6
3	4	1	6	0	5
0	1	4	3
0	1	2	4
0	1	9	2	4	12
4	2	5	3	15
0	1	2,3	4
1	-1	4	4	0
1	2	3	4	6
0	1	4	2
0	1	4	2
0	1	2	3	6	8	4
0	1	2	5	9	4
2	1	3	7	4
1	2	3	4	0
1	2	6	3
1	7	2	6	4	0
6	2	4	8
1	2	14	5
1	3	5	4	6
1	2	5	9	15
1	2	4	3	6
2	4	7	1	10
1	2	4	3
2	3	4	1	5
0	1	3	2	6
1	7	2	5
3	4	2	1	11	0
1	2	4	5	-1
0	3	1	0	5
1	5	2	0	0
4	1	2	6	5	0
1	2	3	6
0	6	3	8
5	6	7	9	8
2	1	5	1	2
3	2	3	5
1	3	5	4	0
2	3	1	4	0	9
1	2	5	6	4	0
5	1	2	7	12
0	1	2	4
1	2	1	5	0
0	4	1	0
1	2	3	5	0	8	7
1	2	6	5	4	0
5	2	6	3	1
1	2	3	5	0
2	3	4	6	1	9	0
7	1	3	2	5
0	1	8	2	11
4	1	2	8	0	6
1	2	5	0	7
1	2	4	3	7	5
1	5	6	4	0
1	2	5	7	8
5	2	1	6	3
0	2	1	4	5	3
1	2	3	4	5	0
1	3	2	4
4	1	5	2	6
1	2	6	7	4
1	2	3	2	6
1	2	3	5
2	3	4	5	1
2	8	6	5	4
1	2	7	4	5
5	6	2	8	1	9
5	3	5	4
5	3	6	9
0	1	3	2	4
5	2	6	7	1
4,3	1	5	6	11
1	5	2	4	10	8
1	2	6	7	4	9
1	2	38	3	0	0
0	3	4	1	6	2
1	2	3	4
12	17	15	10	13
1	2	5	3	6	0
1	2	6	3	4
0	1	2	5	10
1	2	6	4
1	4	2	6
1	3	4	2	6	0	7
5	1	9	2	4	0
1	2	3	5	11
1	3	6	5	11
1	2	3	4	6	7
0	1	6	8	7
2	3	7	6
2	2	4	6	1	0
1	8	5	7	12	13	0
1	4	5	4
2	3	4	5	1	0
1	2	3	5	10	0
0	1	7	8
0	6	13	4
0	2	5	1	6	4
1	2	7	11
5	2	6	4	8
1	4	2	5	11	0	19	1
0	2	3	1	0
1	2	6	4	7	13	0
1	2	4	3	5
1	3	3	5	2
0	3	4	5
1	2	4	7	6
1	5	6	2	3
5	3	1	9	6	0
4	2	1	12	11
1	2	5	6	4
1	2	6	4	5
1	3	4	6	0	14	7
1	2	5	3	0
1	2	6	5
1	2	4	14	6	2	0
1	2	8	4
1	2	10	6	4	0
1	2	4	3	13	0
3	1	2	4	6
5	1	3	2	2
0	7	2	4	5	11
4	2	3	4	5
1	3	4	2	5	0	19,20
1	2	3	9	34	0
0	1	5	3	14
3	6	7	2	1	2,12	0
1	3	4	2
1	2	4	6
2	3	5	1	0
1	2	4	5	0
1	2	8	5
1	2	6	4	0
4	1	2	1	6
5	1	-1	2	13
4	2	1	12	7
2	3	4	5
0	1	4	6
1	2	5	6
4	23	6	5	1
12	13	8	0	4,5	14
4	6	5	2	7
4	1	5	2	0	14	11
4	4	1	0	2
1	2	6	0	5	12
0	6	0	2	7
4	11	2	16
0	3	5	2	1	0
2	3	9	12	1	0
3	4	8	7	6
1	2	4	7
1	13	5	7	1	0
1	2	3	8	5
0	1	2	3	4
0	3	7	1	5	4
0	3	6	4	0
2	1	5	1	13	0
1	2	10	8	0	9
6	8	9	6	5
0	4	1	2	5
9	11	7	14	6
4	1	7	0	8	19
1	8	2	5
0	1	6	7	4
4	1	2	5	0
1	2	4	5	25	0
1	2	6	8
1	0	5	2
1	2	5	3	4
0	1	2	6	5	3
1	2	4	7	1
5	2	6	8
1	5	2	6	3
1	5	3	2	4
1	2	3	6	5	0
0	11	1	0	8
0	2	3	1	12
0	4	1	6
1	2	3	5	4
0	2	14	15
1	5	2	6	4
1	3	4	2	11
1	2	4	7	3
1	2	3	4	6	0	7
0	1	3	2	7
1	4	3	3
1	3	4	9	0
1	2	5	4	6
46	2	6	3	4	0
1	2	3	6	0
4	7	1	5
0	1	3	4	11
0	1	2	5	7
0	1	5	3
0	1	4	5	2
4	2	4	6	10	19,18
1	2	5	16	7
4	1	2	5	6	0
1	2	4	7	12	0
1	2	0	0	4
1	2	6	6	8
0	3	2	4	5
1	3	2	6
7	3	2	6	0
3	5	2	9	1
1	2	4	3	5
4	2	1	17	5
0	7	1	9	3
4	1	2	5	6	0	7
0	1	2	8
0	1	3	1
1	2	3	2	0
1	2	6	9	5	0
0	5	1	2	4	6
4	2	1	7	6
7	3	5	2	4
0	2	5	8
1	2	3	0	5	6
0	5	2,1	4	6
4	2	1	1	6	0
1	2	5	7	1	0
0	1	2	0	17
1	4	6	2	0
1	2	1	7	6	0
0	4	1	2
1	3	2	4	5
0	2	3	14	8
1	2	5	3	6	0
0	1	2	5	4
1	3	4	2	0
4	1	2	6	7	0
1	2	3	5	19	0
1	2	4	9	12
1	3	4	11	5
3	10	7	5
0	6	2	4	13
0	1	8	2	10	11
2	3	1	4	0	5	7
1	2	3	5	6
5	1	6	2	0
2	7	2	4	8
2	3	4	5
6	1	7	5	6
2	5	3	7	1	6
0	1	2	3
1	5	6	2
1	3	2	5	4
1	2	4	3	10	0	11
2	4	-1	3	1
0	1	2	3
2	4	3	1	13
2	3	4	1	0
1	5	9	0	6
4	5	2	7	0
1	2,3	5	4
1	2	9	0	5
0	1	2	3	5	4
6	3	1	4	2	0
1	2	5	4	9	0	8
0	2	1	4	7
1	2	5	8	4	0
0	2	1	4	3
1	2	6	4	0
8	10	11	1	22
1	2	4	5	12	0
4	2	1	5	5
1	2	5	3	4	6
3	2	1	5	4
7	1	9	10	0	14
1	2	5	4	0
0	5	6	15	9
5	1	2	0	3	8
2	3	6	1	4
5	6	3	4	1
0	8	3	5	1
0	2	6	6	0
2	3	4	5	1	12
5	6	13	10	9
5	5	1	5	7
0	1	2	7	4
1	2	3	0	5	7
4	2	1	5	7
1	2	3	4	5
1	5	6	3	7	0
1	2	8	4	6	18
3	4	2	1	7
3	4	1	2	5
1	2	3	4
5	3	1	7	2
0	4	3	6	1	2
0	1	5	2	4
1	2	8	10
1	2	3	6
1	2	4	6	5	0
1	2	4	5	19	0
3	1	2	7	8
1	2	6	4	3
1	2	3	4	0
1	2	4	7	3	9	0
1	2	3	7	0
1	2	3	6	0
2	3	7	10	6,5
2	5	1	4	8
4	1	5	2	6
5,4	2	16	1	6	0
1	2	0	5	8
1	2	3	4	5	4	6
1	2	5	3	7
1	2	6	7	4
1	2	4	3	0
1	2	3	4
3	4	5	14
4	2	1	5	11	0	13
0	3	4	1	2
1	7	2	5	7
1	2	0	0	11
0	2	1	5	3
1	2	6	3
2	1	3	6	5
1	2	7	4	5
1	6	3	9	5	0
4	2	5	6	1	0
1	9	6	5	0
0	1	2	4	8
0	1	2	3	10
2	3	4	5
4	1	0	6
2	4	3	5	1
4	2	8	6	7
1	2	4	3	0
1	2	5	6	4	7
4	2	5	6	8	1	7
1	2	8	3	4	0	0
0	1	7	2	0
1	2	3	4	4	0
1	2	5	6	4
1	2	8	4	7	3
1	2	8	9	3	0
1	2	5	4	6
1	2	3	4	0
1	2	6	4	7	0
0	1	2	3	4
0	2	5	14	1
1	2	4	3	8	0
1	2	8	7	4	0
1	8	2	3
1	2	4	8
1	2	5	3	6
2	4	2	4
4	2	3	5	4
1	2	3	1	4	0
1	1	2	3	7	9
4	1	2,3	7
1	2	4	1	8
1	3	4	2	7	0	9	8
2	3	4	1	5	0
2	6	4	3	1	5
0	1	2	3	9
1	2	5	6	4
1	2	1	6	11	5
0	1	2	5	4
1	3	2	5	4
1	7	8	6
1	2	5	4	15
0	1	2	4	3
1	2	3	4	0
4	3	6	1	9
3	1	2	6	7	0
1	2	3	2	7	0
2	3	7	4
0	2	6	4	5
1	2	4	3	6
1	4	2	6	0
1	2	3	7	0
1	3	4	5
3	5	2	1	0	6
1	2	3	4	5	0
1	6	5	7	12
5	3	6	16	2
4	2	5	1	6
2	3	6	4
2	3	1	8	0	7
1	2	6	4	3	9
1	2	7	3	8	0
1	6	2	3
0	2	3	1	8
1	4	2	9	3
0	1	7	2	6
0	2	6	5	1	0
4	7	5	8
5	9	8	4
1	2	5	6	0
0	6,7	8	1	0
0	0	1	4
4	2	1	5	6
4	2	5	7	1	8
3	1	2	5	0	30	8
0	1	5	2
4	2	6	1	5	10
1	2	6	5	4
1	2	6	4	0	12	10	18
4	12	2	0	12
1	2	4	6	10
1	2	1	6	4	0
1	2	4	5
3	2	1	4	0
1	4	2	5	6
2	3	5	4
2	4	1	10	5
2	6	1	18	4
1	2	4	5	6
1	2	5	4	0
4	1	5	2	6
3	1	2	7	6	10	0
6	9	2	12
1	2	3	8	27	0
1	2	7	4	5	0
2	3	4	1	5
0	1	9	8	7	0
1	2	5	3
0	3	2	6	4
2	5	1	6	12
1	2	5	4	0
1	3	5	8	9
2	2	1	5	6
0	1	4	2	3
1	2	0	2	6	0
0	2	5	1	4	3
2	3	4	1	0	5
0	1	2	4	5	17
1	24	6	8	7	5	4
3	4	5	2	0
1	2	4	6
1	2	6	7	5	4	0
0	3	2	5	6	7
3	1	2	4	6
2	6	1	5
2	1	4	7	0
1	2	5	3	6
4	2	1	12
1	2	6	4
1	2	3	7	5
1	12	3	11	14	21	0
1	2	5	6	4	0
4	1	5	2	0	7
6	3	2	8	26
2	3	1	4	0	5	22
0	1	2	3	5	8	9	18
0	2	1	4	3
6	2	10	1	7
7	3	9	1	10	20
5	6	2	9	8	0
1	5	2	4	10	12	0
1	2	4	3	5	0
1	2	5	4
1	2	7	4	0
0	0	3	20	1
0	1	2	3	4
1	15	2	4	5
1	2	8	3
4	1	5	8,7	10	0
1	2	6	4	3	0
0	2	5	3	11
0	2	1	5	0	3
0	5	4	3	8	2	11
0	3	1	0	4	7
4	2	6	1	0	5
1	3	2	4
2	3	1	4	5
2	3	5	0	1	6	7
1	2	4	9	6
4	2	9	5
6	7	4,3	10	9
1	2	5	5	3	3
0	2	3	1	4
0	4	2	5	1
1	11	5	7
3	4	2	5	6
1	2	3	0	9
1	2	3	4	6
0	1	2	5	6
1	2	5	4
2	3	4	28	4
1	5	8	7	0	2	4
0	0	3	15	4
4	2	10	6
1	2	5	4	0
1	4	17	8	6
4	6	13	5
0	1	2	4	5
1	2	4	6	0
3,2	8	1	7	6	0
1	2	5	4	6
1	2	1	5	6	0
1	2	3	4	6	0
1	2	5	4	9
0	2	3	1	16
2	3	1	10	9
1	2	3	4	5
3	7	10	4	6
4	2	5	1	6
0	1	2	3	5
1	2	4	3	4
1	2	3	4	0
3	4	5	8	2	1
4	6	8	1
0	2	1	3	4
1	2	4	7	5	0
4	2	5	7	14
7	1	0	8	10
3	4	5	7	0
0	6	7	2	5	1	3
0	2	1	3	9
0	3	1	6
0	2	1	3	7
0	1	2	3	4	5
3	11	8	9	1	0
1	1	2	4	5
1	2	9,8	0
1	2	9	3
4	2	2	1	0	8
0	1	10	5	1
2	4	1	7	5	0
1	2	4	5	3
1	2	6	7	0	3
5	2	3	6	1	8	9
4	2	1	9	8	0
1	1	3	4	5
1	2	10	9
1	2	7	4	8	3
1	2	5	3	1
2	3	8	4
3	3	6	7
0	4	2	6	5
1	2	4	6	3	0
4	1	2	6
0	1	2	7	6
1	2	15	8	14	14	0
1	5	3	10	9
1	5	4	2	0
0	3	2	1	4
6	7	3	8	14
1	2	3	6
1	2	5	1	2
1	9	5	10
1	4	5	2	1	0
1	2	3	7	5
0	1	2	8	3
3	1	4	5
2	3	4	1	0	5
2	3	4	6
1	2	20	9	5	7
1	2	6	13	5
0	1	2	11	4
1	4	3	6
0	1	6	2
1	4	5	7
1	3	2	4
5	8	2	19	0
3	2	4	1	5
1	5	2	4	6	0	7
1	2	3	5	0
1	2	5	6	4	0
1	2	3	0	7	6
1	2	5	10	7
4	1	2	5	4
4	2	5	1	7
1	2	6	4	5	7	0
1	2	3	5	0
1	3	1	2	7
1	2	4	0
5	2	5	10	0	9	6
1	2	3	4	0
28	27	6	3	5	0
4	2	1	5	6
0	2	1	7	3
1	2	6	0	3
0	1	2	3	4
5	6	4	10
1	3	2	1	7
3	2	1	4	5
3	4	7	2
1	2	5	6	4	0	8
4	2	1	7	4
0	2	1	3	7
8,7	15	14	21,22	0,1
1	2	3	6
1	5	2	4	6
5	2	1	2	17
1	24	3	7	10
1	5	6	0
1	2	4	3	5	6
1	2	3	5	0
4	5	7	1
1	3	2	8
0	1	2	3
0	1	8	4
0	1	2	5	0	6
1	4	2	10	0	5
5	15	11	13
0	3	1	2	4
1	2	5	4
2	4	3	1	6	0
1	2	4	6	9
0	1	2	3	4
1	2	5	3
2	3	6	5	11
2	3	4	1	0
3	1	4	2	7
1	2	5	4	6,0	7	9
1	2	4	6	1	0	5
0	2	3	9	0
4	2	5	1	8
4	1	2	5	20
2	3	5	1	4	2
0	1	2	5
1	2	3	4	6
0	4	3	9	1
1	2	3	6	18
2	3	11	0
0	1	2	9
4	5	8	2	6
0	3	16	2	1
1	2	4	3
1	2	3	1	6
0	1	2	4	14
-1	2	3	5	6
1	2	3	16	0
4	8	1	15	34	16
1	2	3	4	5	6
1	2	4	5	12
6	2	1	8	0	9
4	2	6	1	5
1	2	4	5	7
0	3	2	20	0	5
4	5	2	1	6	0
15	2	7	5	0
1	2	4	3	6	0
1	2	4	5	6	7
1	2	4	7
1	2	5	3	5
0	5	6	3	7
0	1	7	6	5	7
1	2	6	3	0
2	3	2	14	0
4	1	8	5	0
1	2	5	3	0
1	13	4	3	9
1	2	0	5	0
0	3	4	2	6
1	5	2	0	14
1	2	1	9	46
0	19	1	7
0	1	3	2	6
1	2	3	4
0	1	3	2	7
0	1	4	2
1	1	2	12	29
37	2	4	7	4
1	2	3	7	0	8	4
0	3	1	4	6
3	2	1	4	9
1	2	6	4	5
0	3	2	10
2	3	4	0	1,13	5
2	3	5	6	0
2	0	6	1
1	5	4	2	6
1	4	2	5	6
1	2	4,21	9	8	11
5	1	3	6	8	0
4	1	3	4
2	3	6	7	8
1	2	4	7
1	3	8	12
1	2	3	4	0
1	3	4	0	6
0	2	4	3
1	2	6	4	16	0
6	2	8	7	11	10
1	2	6	10	5
3	1	4	6	2
1	2	6	5	3
0	1	3	2
4	5	2	3	1
0	1	2	3	6
1	3	2	4	0
2	3	12	1	5
1	2	5	4	0
1	2	5	6	4	7	0
10	1	2	4
0	1	4	2
4	2	1	7	8
1	2	5	6	4
1	7	6	10	0
0	11	2	3	1	7
2	3	4	1	0
0	2	5	1	6
4	5	1	7	2	0
7	1	7	5	2	3
0	1	2	5
1	2	7	5	3	7	0
1	2	3	5	8	0
1	2	3	12	0
-1	2	3	6	4
1	2	4	3	5
1	4	5	6	3
1	4	3	2	1
4	13	12	7	1	5
1	2	7	7	4	0
1	5	2	4	17
0	2	5	8	1	0
5	8	6	1
4	1	5	6	0	2
1	2	3	12	0
1	2	3	4	0
1	2	4	5	4
1	2	5	4	6
0	1	0	4	2	9
0	1	2	3
0	7	1	2	8	0
0	1	2	5	3
3	2	4	5	12
2	3	4	1	0	5
4	1	7	6
0	2	1	5	6	4
1	2	5	3	6	0
1	2	3	4	16	0
3	1	4	0	2
2	3	5	4
1	2	5	3
6	3	2	1	4
1	2	4	6
6	0	9	16
1	2	3	4
5	6	1	8
1	2	5	3
1	2	1	6	5
1	2	5	6	0
1	2	3	2
0	4	1	2	-1
1	3	2	11	8
0	3	2	1	4,5
1	2	6	3	5
1	2	3	6	0
2	3	4	10	1	0
2	4	5	1	7	0
2	3	4	5
1	2	4	3
0	1	3	2	4
2	3	4	1	5
5	3	6	2	8	10
1	2	4	5	7
1	2	3	4
4	1	2	5	0	9
1	3	2	12	4
2	3	15	1	5
1	2	1	8	5
1	2	6	4
1	2	5	3	3
1	3	2	7	5	0
1	2	8	10	0
1	6	2	7	3
1	2	4	7
7	4	10	5
0	2	1	3	12
4	2	6	1	5
7	4	3	9	8	1	-1
1	2	5	5	0
1	2	3	6	4	9	0
0	2	1	5	4	6
0	2	3	0	4
0	1	4	5
1	5	2	3
1	2	4	5	3	6
3	1	5	2	4
0	1	4	6	2	7
21	2	2	3
2	3	4	5	1	0
1	2	9	6	4	0	5	10
3	2	4	1	9
6	1	7	3	2	10
0	1	5	4	2	9
1	2	6	5	7
2	3	4	6	1
1	2	3	5
1	4	2	3	8
1	3	4	5	7
2	3	4	1
1	2	0	4	6
1	2	4	5	8	0
5	9	4	8
2	3	8	7	4	6	0
0	3	4	5	7
4	5	6	2	1	12
0	2	0	1	5	11
0	1	3	2	4
1	2	3	5	3
5	1	6	7	12
0	2	5	5	7
1	11	2	9	16	0
0	5	1	7	6
0	2	3	1	4
0	3	2	5	1	4
2	3	1	4	5
0	2	3	4	5
1	2	4	5
0	1	2	5	7
13	13	6	15
1	2	5	4
4	1	2	5
4	2	1	5	6
4	1	5	8	2
4	6	8	2	1	5
1	2	5	1	6
1	2	5	4	1
2	5	7	6
1	2	3	5	0
1	2	5	8
1	2	1	4	5
1	2	3	3	0
1	2	5	4
1	2	4	9	6	10
0	1	6	3	4
1	2	5	6	0
0	7	2	1	9	0
1	3	7	2	9
1	2	3	4
12	2	3	4	14	0
1	2	5	7
1	3	6	5	8	0	10	31
1	2	5	6
1	2	3	6	7	14	0
1	2	4	5	3	11
1	2	5	6	4	0	26
2	3	4	1	17
6	1	9	7	0
2	3	4	1	0
2	3	4	5	1
4	5	10	1	0	11
1	2	5	3	7
0	2	1	4	3
1	2	3	6	0
1	2	3	5	7	0	8
1	3	7	6
1	4	5	8	3	0
2	3	1	4	0	9
0	1	2	3
1	2	3	4	0
6	2	3	6	5	0
1	2	1,4	5	6
9	2	6	10	1	0
3	1	4	5	1
1	2	4	10	5	0
0	1	2	3	5	6
3	1	4	4	0
4	1	9	5	6	0
1	2	8	11	6	0
8	10	12	11	0
2	3	1	12	0
1	3	2	5	10
0	1	3	2	6	7
0	2	3	4	1
1	6	16	3	0
1	2	3	0	4	0
1	2	4	3	6
0	1	2	4	6
0	1	2	3	5	8
1	2	8	10	6	0	9
1	2	4	0	5	3
2	3	5	6	4
1	2	21	7	0
3	7	1	2
4	4	2	9	7
1	2	9	0	4	6
0	1	2	4	3
2	3	4	1	0	6
4	8	2	10,9	1	0
4	2	1	6	5
1	2	4	7	8	0
1	2	6	5	7	0
2	3	5	4	1
1	2	3	4
1	4	6	5	2
1	2	4	6
4	1	5	2	8
1	2	4	3
1	2	3	4	5	0
3	4	5	2
1	2	5	3	4
2	4	3	8	1
1	2	5	3	4
1	2	7	9	5	0
1	2	3	1	8
0	1	4	2	3
1	2	4	3	0
1	2	4	3	7
1	2	4	5	0
2	4	5	9
1	2	3	5	0
4	2	5	7
4	2	9	8
0	1	3	2	5	6
3	2	1	6	5
6	1	7	0	8
1	2	5	6
0	1	4	3	2	6
1	10	7	3	6	4	0
1	3	8	9	0	4
0	3	11	1	6
1	2	3	10	0	2
1	4	3	2	5
1	3	4	2	5
2	3	7	6	4	1	0
1	4	2	9	7	0
2	3	4	1	0
0	3	2	1	4	6	7
2	3	6	1	5
1	2	5	0	6	10
5	1	5	2	7	1
6	1	4	8	7
1	6	2	0	7	0
0	1	2	8	6
4	3	5	2	8
3	1	2	0	6	9	4
0	2	1	4	3
1	2	6	4	5
1	1	2	5	0
1	2	4	5	6	0
4	2	5	9	1	13
1	2	3	6	0
5	1	9	8	2
2	3	1	9	0
0	1	2	3	8
1	2	4	5	0	7
0	2	8	11
1	2	4	3	5
1	5	2	6
1	2	3	5
2	3	1	4	0
4	3	7	2	10
4	6	1	5	2
2	3	1	10	0
0	1	2	8	13
0	2	8	3
0	1	3	4	0
1	2	3	4	5
0	1	5	2	4
3	4	8	12
41	2	5	1	0	6
0	1	4	6	2	9
2	3	5	4
1	2	1	5
1	2	3	5	0
1	2	6	0	0
1	19	2	6	5
1	2	3	5	4
1	2	3	4	7	0
3	1	2	4	0	5
4	4	3	9
1	2	0	5	7,33
0	2	7	1	9
4	1	6	5	0
0	1	2	7	3	4
8	3	2	1	9	0
1	2	17	5	18	7	0
2	3	6	8
3	2	5	3	0	5
0	2	9	1	4
1	2	4	3	6	0
1	2	4	7	0
1	2	5	4	0
1	2	5	3	11	11
0	1	2	5	4
4,3	5	5	6	2
1	2	4	7	6	0	3
5	6	1	7	0	2	0
1	2	3	6	1
5	1	6	2	14
1	2	5	6
4	5	1	7
1	2	4	3	6
1	2	4,5	8	24
2	3	4	1
1	2	3	4	7
0	28	5	1	6	0
4	1	6	2	5
0	3	7	2
0	2	4	1	6	5
1	2	3	4	11
4	8	2	9	10
1	2	5	4	6	0
2	3	5	6	0
2	1	3	6
1	2	5	4	10
1	2	3	7	4	10	0
1	5	12	11	25
1	2	9	5
1	2	4	7	6	0
1	2	4	5	3
1	2	4	11	0
4	5	1	2	0
4	1	6	1	0
1	2	6	4	8	7	0	5
3	1	4	2	9	0
1	2	3	1	0
0	1	3	2
1	2	5	6	7
3	2	4	13	1	7
2	3	4	6
5	3	6	7
1	2	6	5	4
1	2	5	4	6	0
2	5	6	2
2	1	3	16	0
0	1	0	5	1
2	3	4	0	1	5
4	12	13	5
1	2	3	1	4
2	3	4	7	0	1
0	3	2	1	4
1	2	5	4	6
2	3	6	1	7
1	7	2	0	44	0
1	2	4	3	0
2	3	1	6	5	0
0	2	3	4	1	6
4	2	5	10	1	8
2	7	9	6	1
1	2	5	10	4	0
4	5	12	23	1
0	1	4	2
3	4	5	2	6
1	16	3	4	0
1	2	5	4	6	0
1	2	5	6
1	2	4	9	3
1	2	5	6	3
3	4	12	5
2	1	5	10	0
1	2	5	4	3	7	0
1	2	3	4	5
4	1	5	2	6
1	2	0	5	6	0
1	2	1	4	3	9	0	10
1	2	5	4	3	0
0	2	3	1	15	4
0	3	4	2	1	5
4	2	4	5	6
4	1	7	8	5	0
2	3	4	6	0
1	2	4	6	0
1	2	5	4	6	9
